id,name,city,category,cashback,taksits,taksit_condition,address,map_lat,map_lng,parent_id
1562,NLT telecom,Bakı,Mobil telefon və aksessuar,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Nizami küçəsi, 93 D",40.37370881964684,49.84163187116411,0
1561,Ronilux,Bakı,Aptek-optika,0,"2, 3",Faizsiz,"Gənclik Mall, 2 mərtəbə / Rəşid Behbudov, 16",40.3752660014319,49.846438057667136,0
1560,Travel Center of Baku,Bakı,Səyahət şirkəti,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Xətai ray, 8 Noyabr (Azure BM 1ci mərtəbə)",40.37884817893954,49.87454611534026,0
1559,L’esam,Bakı,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəhəri, Səbail ray,Xəqani küç 31B ( AR Hesablama Palatası yanı)",40.374210229883786,49.84730194369862,0
1558,FIRST HOME,Bakı,Tekstil mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Xətai ray, Xocalı pr (Bakı Əyləncə Mərkəzi)",40.383357013780625,49.868611099999995,0
0,Tikinti Malları Mağazası,Ağdaş,Pərakəndə satış,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Ağdaş r-nu, Yuxarı ləki",40.529024,47.4243333,0
1,Tikinti Malları Mağazası,Xaçmaz,Pərakəndə satış,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Xaçmaz r-nu, Bakı küç.",41.4731191,48.8110222,0
2,Seyf mağazası,Bakı,Pərakəndə satış,0,3,Faizsiz,"Bakı şəh., Xətai ray, Nobel pr.23",40.3795819,49.8768235,0
3,Boya mağazası,Bakı,Pərakəndə satış,0,3,Faizsiz,"Bakı şəh., Qara Qarayev pr, 57A",40.4112499,49.941338,0
4,Tikinti Malları Mağazası,Bakı,Pərakəndə satış,0,3,Faizsiz,"Bakı şəh.,Nərimanov r-nu,Dərnəgül 2113",40.4166355,49.850783,0
5,Optimal Təkər Mərkəzi,Bakı,Pərakəndə satış,0,"3, 6, 12, 18",Faizsiz,"Bakı şəh., Xətai r-nu, Babək Pr. ev 22 M",40.392403,49.916009,0
6,Mitsubishi Heavy İndustries,Bakı,Pərakəndə satış,0,3,Faizsiz,"Bakı şəh., Nərimanov r-nu, Ə.Rəcəbli küç.,46 N",40.4125844,49.8595323,0
7,Telefon Mağazası,Zərdab,Mobil telefon və aksessuar,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Zərdab r-nu, Zərdab şəh., Azərbaycan",40.2210302,47.7080218,0
8,Voltek,Zaqatala,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Zaqatala r-nu, A.Eminov küç.,32",41.6244532,46.6297921,0
9,Usta İnşaat,Kürdəmir,Pərakəndə satış,0,"3, 6, 12, 18",Faizsiz,"Kürdəmir r-nu, Atakişili kəndi",40.3402033,48.148579,0
10,Şükür İnşaat,Masallı,Pərakəndə satış,0,6,Faizsiz,"Masallı r-nu, H.Əliyev pr.",39.0322634,48.6670719,0
11,Tala ticarət mərkəzi,Zaqatala,Ticarət mərkəzi,0,"3, 6, 12, 18",Faizsiz,Tala kəndi Zaqatala,41.627878,46.634943,0
12,Online Tikinti Bazarı,Bakı,Pərakəndə satış,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəh., Binəqədi r-nu, Sulutəpə qəsəbəsi",40.4140283,49.7652769,0
13,Halal İnşaat - Ucar,Ucar,Pərakəndə satış,0,"3, 6, 12, 18, 24",Faizsiz,"Ucar r-nu,Qarabörk kəndi",40.4802328,47.6609382,0
14,Ağdaş-Tikinti Malları,Ağdaş,Pərakəndə satış,0,"3, 6, 12, 18",Faizsiz,"Ağdaş r-nu,Nehrəxəlil",40.5795559,47.4444217,0
15,Geyim mağazası,Zərdab,Geyim mağazası,0,"2, 3, 6, 9, 12",Faizsiz,"Zərdab şəh.,4 yol ayrıcı",40.2207078,47.7119492,0
16,Sərhəd Market,İsmayıllı,Ərzaq Mağazası,0,2,Faizsiz,"İsmayıllı r-nu,Tircan kəndi",40.7333805,48.3290772,0
17,Cahan Mebel,Ağdaş,Mebel mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Ağdaş r-nu,Qəsil ə/v",40.6412526,47.4712561,0
18,Stop Shop,Qax,Ərzaq Mağazası,0,2,Faizsiz,"Qax r-nu, Qarağan kəndi",41.38198,46.7246972,0
19,Amil Telekom,Tovuz,Mobil telefon və aksessuar,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Tovuz r-nu,Qovlar şəhəri",40.9482018,45.7385552,0
20,RS Shopping,Göyçay,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Göyçay r-nu ,Nizami küç., 122 A",40.6529512,47.7380642,0
21,Zuhur Telekom 2,Masallı,Mobil telefon və aksessuar,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Masallı r-nu, H.Əliyev pr.",39.0307946,48.6598619,23
22,Zuhur Telekom,Lənkəran,Mobil telefon və aksessuar,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Lənkəran şəh., H.Aslanov küç.",38.7558962,48.8505453,0
23,Dost Telekom,Tovuz,Mobil telefon və aksessuar,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Tovuz r-nu, Aşağı Qusçu",40.9521559,45.6622266,0
24,Damla Mebel,Ucar,Mebel mağazası,0,"2, 3, 6, 9, 12",Faizsiz,"Ucar r-nu, 28 may küç.,",40.5169883,47.6542014,0
25,Nur Electronics,Ağstafa,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Ağstafa r-nu, H.Əliyev pr.",41.1131155,45.4411966,0
26,Mega Shopping Center,Göyçay,Pərakəndə satış,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Göyçay r-nu , H.Əliyev pr. 71",40.6501371,47.7410821,0
27,Çaylı Mobilya,Bakı,Mebel mağazası,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəh., Nərimanov r-nu, Qarabağ küç.29",40.388003,49.8536449,0
28,Nahid Elektronika,Füzuli,Məişət avadanlığı və elektronika,0,"3, 6, 12, 18",Faizsiz,"Füzuli r-nu, Bala Bəhmənli",39.5663617,47.5749231,0
29,Qəbələ Mebel Mağazası,Qəbələ,Mebel mağazası,0,"3, 6, 12, 18",Faizsiz,"Qəbələ r-nu, Vəndam",40.9377308,47.9545961,0
30,Hacıqabul Market,Hacıqabul,Ərzaq Mağazası,0,"2, 3",Faizsiz,"Hacıqabul r-nu,H.Əliyev şəh.,32",40.0455285,48.9308113,0
31,Yusif telecom,İmişli,Mobil telefon və aksessuar,0,"2, 3, 6, 9, 12",Faizsiz,"İmişli rayonu, Q.İsmayılzadə",39.86640,48.05506,0
32,Cehizlik malları və ev əşyaları,Ağdaş,Pərakəndə satış,0,"3, 6, 12, 18",Faizsiz,"Ağdaş r-nu, H.Əliyev pr.",40.6340364,47.4670092,0
33,Bolluq Market,Şəki,Ərzaq Mağazası,0,2,Faizsiz,"Şəki r-nu,Cumaykənd",41.2062787,47.1893227,0
34,Electron Telecom,İmişli,Mobil telefon və aksessuar,0,"3, 6, 12, 18",Faizsiz,"İmişli r-nu, H.Əliyev pr.",39.871568,48.0617477,0
35,Tunar Telecom,Tovuz,Mobil telefon və aksessuar,0,"3, 6, 12, 18, 24",Faizsiz,"Tovuz r-nu, Şəhriyar küç.",40.9877383,45.6039797,0
36,Shabran Telecom,Şabran,Mobil telefon və aksessuar,0,"3, 6, 12, 18",Faizsiz,"Şabran r-nu, M.Ə.Rəsulzadə küç.",41.2078606,48.9935903,0
37,ABF Telecom,Qəbələ,Mobil telefon və aksessuar,0,"3, 6, 12, 18",Faizsiz,"Qəbələ Həzi Aslanov küç., 10",40.979783,47.849656,0
38,Star Mobile,Zərdab,Mobil telefon və aksessuar,0,"3, 6, 12, 18",Faizsiz,"Zərdab r-nu, Zərdab şəh.",40.2148113,47.7127552,0
39,Nar Şəmkir,Şəmkir,Mobil telefon və aksessuar,0,"3, 6, 12, 18",Faizsiz,"Şəmkir şəh., 20 Yanvar küç.,12",40.4152983,49.8122474,0
40,Nar Gədəbəy,Gədəbəy,Mobil telefon və aksessuar,0,"3, 6, 12, 18",Faizsiz,"Gədəbəy r-nu, H.Əlieyv pr.",40.5795485,45.8059725,0
41,Bakcell Ucar,Ucar,Mobil telefon və aksessuar,0,"3, 6, 12, 18",Faizsiz,"Ucar r-nu, Oğuz küç. 4",40.5102243,47.657497,0
42,Bakcell İsmayıllı,İsmayıllı,Mobil telefon və aksessuar,0,"3, 6, 12, 18",Faizsiz,"İsmayıllı r-nu, H.Əliyev pr.",40.7850658,48.1452763,0
43,Bakcell Lənkəran,Lənkəran,Mobil telefon və aksessuar,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Lənkəran r-nu,H.Aslanov küç.,",38.755892,48.8505453,0
44,Bakcell İmişli,İmişli,Mobil telefon və aksessuar,0,"2, 3, 6, 9, 12",Faizsiz,"İmişli r-nu,Qədir İsmayılzadə küç.,",39.8689434,48.0610136,0
45,Bakcell Gədəbəy,Gədəbəy,Mobil telefon və aksessuar,0,"3, 6, 12, 18",Faizsiz,"Gədəbəy r-nu, H.Əlieyv pr.",40.5795485,45.8059725,0
46,Bakcell Tovuz,Tovuz,Mobil telefon və aksessuar,0,"3, 6, 12, 18",Faizsiz,"Tovuz r-nu, Sabir küç.,",40.9929919,45.6152875,0
47,Bakcell Siyəzən,Siyəzən,Mobil telefon və aksessuar,0,"3, 6, 12, 18",Faizsiz,"Siyəzən r-nu, Siyəzən şəh., H.Əliyev küç.",41.0771766,49.1101588,0
48,Mobiplus telecom,İsmayıllı,Mobil telefon və aksessuar,0,"3, 6, 12, 18",Faizsiz,"İsmayıllı r-nu, Cavanşir küç.",40.790712,48.1510293,0
49,Azercell 053 Telekom,Xaçmaz,Mobil telefon və aksessuar,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Siyəzən r-nu, Siyəzən şəh., H.Əliyev küç.",41.0771766,49.1101588,0
50,Azercell Balakən Telekom,Balakən,Mobil telefon və aksessuar,0,"3, 6, 12, 18",Faizsiz,"Balakən r-nu, S.Gözəlov küç.",41.7263554,46.4088892,0
51,Azercell Laçın,Laçın,Mobil telefon və aksessuar,0,"3, 6, 12, 18",Faizsiz,"Gədəbəy r-nu, H.Əlieyv pr.",40.5795485,45.8059725,0
52,Azercell Ağdaş,Ağdaş,Mobil telefon və aksessuar,0,"3, 6, 12, 18",Faizsiz,"Ağdaş r-nu, H.Əliyev pr. 14/4",40.6340364,47.4670092,0
53,Azercell Ağcabədi,Ağcabədi,Mobil telefon və aksessuar,0,"3, 6, 12, 18",Faizsiz,"Ağçabədi r-nu, Ü.Hacıbəyli 68",40.0528432,47.4589318,0
54,Azercell  Bərdə,Bərdə,Mobil telefon və aksessuar,0,"2, 3, 6, 9, 12",Faizsiz,"Bərdə r-nu,İ.Qayıbayov  8",40.3650782,47.1288748,0
55,Azercell Goranboy,Goranboy,Mobil telefon və aksessuar,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Goranboy r-nu, H.Əliyev 10",40.6071244,46.7882974,0
56,Azercell Quba,Quba,Mobil telefon və aksessuar,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Quba r-nu,Qəbələ küç., 12",41.3604207,48.5149381,0
57,Azercell Şamaxı,Şamaxı,Mobil telefon və aksessuar,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Şamaxı şəh., Gənclər küç.",40.633197,48.6426009,0
58,Azercell Salyan,Salyan,Mobil telefon və aksessuar,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Salyan r-nu., H.Əliyev  ev 2E",39.6013437,48.9848216,0
59,Azercell Xaçmaz,Xaçmaz,Mobil telefon və aksessuar,0,"3, 6, 12, 18, 24",Faizsiz,"Xaçmaz ray., Xaçmaz şəh., N.Nərimanov pr.",41.460212,48.795433,0
60,As Mobile,Tovuz,Mobil telefon və aksessuar,0,"3, 6, 12, 18",Faizsiz,"Tovuz r-nu, Şəhriyar küç.",40.9877383,45.6039797,0
61,Ugur Telecom,Yevlax,Mobil telefon və aksessuar,0,"3, 6, 12, 18",Faizsiz,"Yevlax r-nu, Yevlax şəh., Nizami Gəncəvi küç.5",40.614726,47.1474684,0
62,Hüseyn Electronics,Şəmkir,Məişət avadanlığı və elektronika,0,"3, 6, 12, 18",Faizsiz,"Şəmkir şəh., 20 yanvar küç.",40.8299182,46.0207669,0
63,Moskva Market,Şəmkir,Ərzaq Mağazası,0,2,Faizsiz,"Şəmkir şəh., Dəllər ştq.,Vaqif küç.",40.8631171,46.035433,0
64,Osmanbəy,Göyçay,Geyim mağazası,0,"2, 3, 6, 9, 12",Faizsiz,"Göyçay şəh., H.Əliyev 81 A",40.6381459,47.7406324,0
65,Elsey Geyim,Xaçmaz,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Xaçmaz r-nu, N.Nərimanov pr.47",41.4599105,48.795197,0
66,LG Electronics,Zaqatala,Məişət avadanlığı və elektronika,0,"3, 6, 12, 18",Faizsiz,"Zaqatala şəh., V.İsmayılov küç.19/1",41.6267451,46.6357783,0
67,RR Elektronika,Kürdəmir,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12, 18",Faizsiz,"Kürdəmir, H.Əliyev 2/2",40.3614213,48.1476603,0
68,Samsung Electronics Qazax,Qazax,Məişət avadanlığı və elektronika,0,"3, 6, 12, 18",Faizsiz,"Qazax r-nu, H.Əliyev pr.",41.0968054,45.3859806,0
69,Samsung Electronics Zaqatala,Zaqatala,Məişət avadanlığı və elektronika,0,"3, 6, 12, 18",Faizsiz,"Zaqatala şəh., F.Əmirov 2 A",41.6099661,46.638185,0
70,Samsung Electronics Zaqatala 2,Zaqatala,Məişət avadanlığı və elektronika,0,"3, 6, 12, 18",Faizsiz,"Zaqatala şəh., F.Əmirov 12 A",41.620923,46.6518228,70
71,WOODPECKER,Qazax,Mebel mağazası,0,"3, 6, 12, 18",Faizsiz,"Qazax r-nu, Ə.Şıxlinski küç.",41.2868436,45.1632364,0
72,Qızıl Buta,Xaçmaz,Aksessuar mağazası,0,"2, 3, 6, 9, 12",Faizsiz,"Xaçmaz r-nu, N.Nərimanov pr.",41.4607473,48.7989711,0
73,Parfum Shop,Quba,Parfümeriya və kosmetika,0,"2, 3, 6",Faizsiz,"Quba r-nu, Fətəli xan küç.,57",41.3639459,48.5064711,0
74,Parfum Shop 2,Quba,Parfümeriya və kosmetika,0,"2, 3, 6",Faizsiz,"Quba r-nu, H.Əliyev küç.",41.3625303,48.5278955,74
75,Bosfor Electronics,Quba,Məişət avadanlığı və elektronika,0,"3, 6, 12, 18",Faizsiz,"Quba r-nu, Timiryazev küç.",41.363895,48.553246,0
76,Hazz Hotel,Bakı,Otel,0,"3, 6",Faizsiz,"Bakı şəh., Nəsimi r-nu, M.İbrahimov küç., 18/4",40.3731965,49.835513,0
77,Doktor İsmayıl Tibb Mərkəzi,Mingəçevir,Klinika,0,"2, 3, 6",Faizsiz,"Mingəçevir şəh., 20 yanvar küç., 7",40.7629745,47.0420698,0
78,Delfin Mebel,Bakı,Mebel mağazası,0,"2, 3, 6",Faizsiz,"Bakı şəh.,Nərimanov r-nu, Ak.Həsən Əliyev 52",40.3965873,49.869593,0
79,Star mobilya,Tovuz,Mebel mağazası,0,"3, 6, 12, 18, 24",Faizsiz,"Tovuz r-nu, Sabir küç.",40.9929919,45.6152875,0
80,Al Neo Xaçmaz,Xaçmaz,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Xaçmaz ray., Xaçmaz şəh., N.Nərimanov pr. 88",41.458639,48.7959512,84
81,Al Neo Lənkəran,Lənkəran,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Lənkəran ş., M.Nəsirli ev 61",38.7527421,48.8496643,84
82,Al Neo Sabirabad,Sabirabad,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Sabirabad r-nu., Heydər Əliyev Pr. ev 58",40.0068118,48.4688204,84
83,Al Neo,Bakı,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəh., Xətai r-nu, Əhmədli ŞTQ, Məhəmməd Hadi ev 6 E",40.3746638,49.9515588,0
84,Al Neo Sumqayıt,Sumqayıt,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Sumqayıt şəh., 1-ci mkr, N.Nərimanov küç.",40.5883611,49.6303887,84
85,Al Neo Ağcabədi,Ağcabədi,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Ağcabədi r-nu, Nəsimi küç.",40.0531415,47.455145,84
86,Ayan Cehizlik,Ağdaş,Pərakəndə satış,0,"3, 6, 12, 18",Faizsiz,"Ağdaş r-nu, M.Ə.Rəsulzadə küç.",40.5435755,48.0806368,0
87,Goychay store,Göyçay,Ərzaq Mağazası,0,"2, 3, 6, 9, 12",Faizsiz,"Göyçay r-nu, Atatürk pr.",40.6497469,47.7416417,0
88,Şirvan İnşaat,Ağdaş,Pərakəndə satış,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Ağdaş r-nu,H.Əliyev  pr.",40.6446602,47.4725386,0
89,Atlas Mebel,İmişli,Mebel mağazası,0,"3, 6, 12, 18, 24",Faizsiz,"İmişli r-nu, H.Əliyev pr.",39.8708213,48.0598491,0
90,Yağmur Mebel,İmişli,Mebel mağazası,0,"3, 6, 12, 18, 24",Faizsiz,"İmişli r-nu, Qaradonlu - Kürdəmir yolunun sağ hissəsi",39.8063787,48.0625157,0
91,Tofiqoğlu Tibb Mərkəzi,Xaçmaz,Klinika,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Xaçmaz r-nu, N.Nərmanov küç.",41.462184,48.791890,0
92,Komfort kişi geyimləri,Cəlilabad,Geyim mağazası,0,"2, 3, 6",Faizsiz,"Cəlilabad r-nu,Uzuntəpə",39.2163106,48.5999726,0
93,Zego,Yevlax,Geyim mağazası,0,"3, 6, 12, 18",Faizsiz,"Yevlax r-nu, Yeni Yevlax 1/1",40.6070902,47.1415065,0
94,Aborigen Telekom,Şəmkir,Mobil telefon və aksessuar,0,"2, 3, 6, 9, 12, 18",Faizsiz,"Şəmkir r-nu, Şəmkir şəh., 20 Yanvar küç.",40.829313,46.023876,0
95,Fateh Telekom,Xaçmaz,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Xaçmaz ray., Bakı küç.,",41.4578133,48.7727168,0
96,Lider qonaq evi,Bakı,Otel,0,3,Faizsiz,"Bakı şəh., Yasamal r-nu, Ş.Mehdiyev küç., 142/83",40.3876371,49.813398,0
97,Şəfa Tibb Mərkəzi,Bakı,Klinika,0,"2, 3, 6",Faizsiz,"Mingəçevir şəh., X.Şuşinski küç., 2 A",40.7589784,47.0481491,0
98,Oğuzmart,Oğuz,Ərzaq Mağazası,0,"2, 3, 6",Faizsiz,"Oğuz r-nu, Cavanşir küç.",41.0653184,47.4596205,0
99,Dostmart,Oğuz,Ərzaq Mağazası,0,"2, 3, 6",Faizsiz,"Oğuz r-nu, Sincan küç.",41.0715358,47.4663841,0
100,Kəpəz Petrol,Göygöl,Yanacaq doldurma məntəqəsi,0,2,Faizsiz,"Göygöl r-nu, Qızılqaya qəsəbəsi",40.634306,46.3433854,0
101,Aztelebutik,Xaçmaz,Mobil telefon və aksessuar,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Xaçmaz r-nu, Xaçmaz şəh.,N.Nərimanov küç.",41.460216,48.795433,0
102,Əsl Market,Şəmkir,Ərzaq Mağazası,0,2,Faizsiz,"Şəmkir r-nu,Dəllər ,N.Nərimanov",40.8650369,46.0364503,0
103,Samsung Electronics Qəbələ,Qəbələ,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Qəbələ şəh., H.Əliyev pr.",40.9761447,47.8408779,0
104,Əriştə Restoran,Masallı,Restoran,0,3,Faizsiz,"Masallı r-nu, M.C.Talışxanov küç.",39.0209925,48.6763439,0
105,Rufat Telecom,Ağsu,Məişət avadanlığı və elektronika,0,"3, 6, 12, 18",Faizsiz,"Ağsu r-nu, M. Ə. Rəsulzadə",40.5048046,48.8270636,0
106,Oksi Lady Butik,Gəncə,Geyim mağazası,0,"2, 3, 6, 9, 12",Faizsiz,"Gəncə şəh.,Cavadxan pr. 30",40.6753458,46.3601875,0
107,Oksi Lady Butik 2,Gəncə,Geyim mağazası,0,"2, 3, 6, 9, 12",Faizsiz,"Gəncə şəh.,Nizami küç. 8",40.6753458,46.3601875,0
108,Oksi Baby,Gəncə,Geyim mağazası,0,"2, 3, 6, 9, 12",Faizsiz,"Gəncə şəh.,Nizami küç. 8",40.6816677,46.3585917,0
109,Xəqami Telekom,Mingəçevir,Mobil telefon və aksessuar,0,"3, 6, 12",Faizsiz,"Mingəçevir şəh.,H.Əliyev pr.47/2",40.763481,46.9638033,0
110,Dəfinə,Bakı,Geyim mağazası,0,2,Faizsiz,"Bakı şəh., Nəsimi r-nu, Hüseynbala Əliyev 5",40.4115583,49.8178611,0
111,Bilgəh Kardioloji Sanatoriyası,Bakı,Klinika,0,"2, 3, 6",Faizsiz,"Bakı şəh.,Sabunçu r-nu,Bilgəh qəsəbəsi",40.5730678,50.0644793,0
112,Caparol Alman Boyaları,Bakı,Pərakəndə satış,0,"2, 3, 6",Faizsiz,"Bakı şəh.,Xətai r-nu,Xəqani Rüstəmov  4",40.383125,49.8782158,0
113,Xallça Mağazası,Bakı,Pərakəndə satış,0,"2, 3, 6",Faizsiz,"Bakı şəh.,Səbail r-nu, Qüllə 26/3",40.3392034,49.7910713,0
114,Kia Servis Əhmədli,Bakı,Avtomobil ehtiyat hissələri,0,"3, 6, 12, 18",Faizsiz,"Bakı şəh., Xətai r-nu, General Səmədbəy Mehmandarov ev 2942 B",40.3655523,49.9034264,0
115,Müasir Stomotoloji Klinika,Sumqayıt,Klinika,0,3,Faizsiz,"Sumqayıt şəh., Nizami küç. 23/14",40.5943172,49.6674085,0
116,Sun Loung Solarium,Bakı,Gözəllik salonu,0,"2, 3, 6",Faizsiz,"Bakı şəh., Nəsimi r-nu, Vaqif pr., ev 11",40.3917513,49.8380287,0
117,Forsage Caucasus,Bakı,Avtomobil ehtiyat hissələri,0,"2, 3, 6, 9",Faizsiz,"Bakı şəh.,Nizami r-nu,Keşlə qəs.,Kamran Afpari 37 B",40.390034,49.89608,0
118,Poliz Boyaları,Bakı,Pərakəndə satış,0,"2, 3",Faizsiz,"Bakı şəh., Yasamal r-nu., Ş. Mehdiyev küç. 97 A",40.3869295,49.8151781,0
119,Gəncə Beynelxalq Xəstəxanası,Gəncə,Klinika,0,"3, 6, 12, 18",Faizsiz,"Gəncə şəh.,H,Əliyev pr. İlə A.Ziyadxanov küç.kəsişməsi",40.6941287,46.3615439,0
120,Komfor Mebel,Bakı,Mebel mağazası,0,"2, 3, 6, 9, 12",Faizsiz,"Bakı şəh., Xətai r-nu, Babək pr.71 A",40.3887021,49.8683435,0
121,Led store,Bakı,Pərakəndə satış,0,3,Faizsiz,"Bakı şəh., Xətai r-nu, Sarayevo küç., ev 13V, m. 1",40.384910,49.953564,0
122,Mila Brush,Bakı,Pərakəndə satış,0,"3, 6, 12",Faizsiz,"Masallı r-nu, Təzə Alvadı",39.0866646,48.5837034,0
123,Satel Telecom,Bakı,Mobil telefon və aksessuar,0,"2, 3, 6, 12, 18, 24",Faizsiz,"Bakı şəh.,Nəsimi r-nu, 28 May küç. 52",40.3783858,49.8498739,0
124,Satel Telecom 2,Bakı,Mobil telefon və aksessuar,0,"2, 3, 6, 12, 18, 24",Faizsiz,"Bakı şəh.,Nəsimi r-nu, Füzuli küç.77",40.379659,49.8449631,124
125,Drop Store,Bakı,Pərakəndə satış,0,3,Faizsiz,"Bakı şəh., Bakıxanov qəs., R.Axundov küç., 41/43",40.407083,49.8774588,0
126,Foody Kuryer S,Bakı,Pərakəndə satış,0,"3, 6, 12, 18",Faizsiz,"Bakı şəh., Nərimanov r-nu, İbrahimpaşa Dadaşov ev 50",40.4100437,49.8419838,0
127,Master Hands,Bakı,Geyim mağazası,0,3,Faizsiz,"Bakı şəh., Səbail r-nu, M.Qardaşları 6/1 A",40.343122,49.8376939,0
128,New Life,Bakı,Mobil telefon və aksessuar,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Bakı şəh.,Nəsimi r-nu, Azadlıq pr.3",40.3784066,49.845654,0
129,Amin Mebel,Bakı,Mebel mağazası,0,"2, 3, 6, 9, 12",Faizsiz,"Bakı şəhəri, Binəqədi rayonu, Q.Musabəyov 4C",40.41711,49.82999,0
130,Fine kids,Bakı,Geyim mağazası,0,3,Faizsiz,"Bakı şəh., Salatın Əsgərova küç., Nizami Mall TM",40.3788408,49.8283303,0
131,Samsung Electronics,Bakı,Məişət avadanlığı və elektronika,0,"3, 6, 12, 18, 24",Faizsiz,"Bakı şəh., Nizami r-nu, T.Abbasov küç. 40",40.4198981,49.9289381,0
132,Glory Mebel,Bakı,Mebel mağazası,0,"2, 3, 6, 9, 12",Faizsiz,"Bakı şəh.,Nərimanov r-nu, Xətai 47",40.3910148,49.8593992,0
133,Ayna Optik,Sumqayıt,Aptek-optika,0,"3, 6, 12, 18",Faizsiz,"Sumqayıt şəh., 9 mkr, Koroğlu pr. 279 A",40.5598489,49.6942502,0
134,Dahua Techology,Gəncə,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Gəncə şəh.,Şah.İ.Xətai 13",40.6879179,46.3725207,0
135,Donna Fashion,Bakı,Geyim mağazası,0,"3, 6",Faizsiz,"Bakı şəhəri, Xətai rayonu, M.Hadi küçəsi, 23/24",40.39201,49.95397,0
136,Libas Collection,Bakı,Geyim mağazası,0,"3, 6, 12, 18",Faizsiz,"Bakı şəh., İnşaatçılar pr., 36",40.381579,49.822241,0
137,Libas Collection Azadlıq,Bakı,Geyim mağazası,0,"3, 6, 12, 18",Faizsiz,"Bakı şəh., Nəsimi r-nu., Azadlıq pr. ev 70, m. 13",40.376438,49.848621,0
138,Samsung Electronics  - Sumqayıt,Sumqayıt,Məişət avadanlığı və elektronika,0,"2, 3, 6, 9, 12, 18, 24",Faizsiz,"Sumqayıt şəh.,36- cı məhəllə Dostluq",40.5707017,49.6791743,0
139,Madeyra,Bakı,Mebel mağazası,0,"3, 6, 12, 18",Faizsiz,"Bakı şəh., Nizami ray., Q.Qarayev pr, ev 39",40.417753,49.933960,0
140,Madeyra Babək,Bakı,Mebel mağazası,0,"3, 6, 12, 18",Faizsiz,"Bakı şəh., Nizami ray., Babək pr. ev 53",40.392848,49.919112,140
141,Madeyra Şəki,Şəki,Mebel mağazası,0,"3, 6, 12, 18",Faizsiz,"Şəki ray., Şəki şəh., 20 yanvar küç., ev 76",41.204808,47.168021,140
142,Madeyra Ucar,Ucar,Mebel mağazası,0,"3, 6, 12, 18",Faizsiz,"Ucar r-nu, Oğuz küç. 44",40.5099491,47.6578749,140
143,Madeyra Mingəçevir,Mingəçevir,Mebel mağazası,0,"3, 6, 12, 18",Faizsiz,"Mingəçevir şəh., N.Nərimanov 39",40.7603044,47.0539647,140
144,Madeyra İmişli,İmişli,Mebel mağazası,0,"3, 6, 12, 18",Faizsiz,"İmişli r-nu, Şadlinski küç.",39.871795,48.0639379,140
